id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
129306,Female,70,1,3,0,1-2 Year,Yes,35014.0,124.0,181,1
29002,Male,41,1,3,0,1-2 Year,Yes,59165.0,156.0,84,1
40967,Female,26,1,4,1,< 1 Year,No,2630.0,152.0,279,0
286099,Male,56,1,3,0,1-2 Year,Yes,2630.0,124.0,191,1
35073,Female,46,1,3,0,1-2 Year,Yes,34433.0,26.0,190,0
164047,Female,28,1,4,1,< 1 Year,No,32456.0,152.0,256,0
141996,Female,36,1,5,1,1-2 Year,No,34041.0,124.0,228,0
357162,Male,44,1,4,1,1-2 Year,No,25916.0,154.0,149,0
219223,Male,43,1,3,0,1-2 Year,Yes,52304.0,26.0,117,1
151830,Female,27,1,3,1,< 1 Year,No,24578.0,152.0,99,0
338833,Female,61,1,3,0,1-2 Year,Yes,58077.0,25.0,299,0
342047,Female,50,1,3,0,> 2 Years,Yes,55007.0,26.0,84,0
54792,Male,43,1,3,0,1-2 Year,Yes,32987.0,26.0,250,1
243070,Male,56,1,1,0,1-2 Year,Yes,27815.0,163.0,200,1
99414,Female,23,1,2,0,< 1 Year,Yes,30005.0,152.0,191,0
24781,Male,60,1,3,1,1-2 Year,No,37012.0,124.0,99,0
50672,Female,33,1,3,0,< 1 Year,Yes,45656.0,124.0,280,0
16856,Male,21,1,4,0,< 1 Year,Yes,34862.0,152.0,185,0
16136,Male,31,1,5,1,< 1 Year,No,32923.0,152.0,98,0
126139,Male,26,1,4,1,< 1 Year,No,27981.0,152.0,262,0
71243,Male,49,1,5,0,1-2 Year,Yes,23167.0,26.0,19,0
373068,Male,46,1,4,1,1-2 Year,No,31631.0,124.0,39,0
87612,Male,62,1,3,0,1-2 Year,Yes,50397.0,152.0,13,0
215892,Female,24,1,2,0,< 1 Year,Yes,2630.0,151.0,283,0
123211,Male,47,1,3,0,1-2 Year,Yes,2630.0,124.0,165,0
11839,Female,79,1,3,0,1-2 Year,Yes,64590.0,124.0,80,0
379304,Male,51,1,3,1,1-2 Year,Yes,39405.0,124.0,275,0
114734,Male,60,1,4,0,1-2 Year,Yes,29738.0,30.0,256,0
31388,Male,50,1,3,0,1-2 Year,Yes,50463.0,26.0,103,0
196033,Male,38,1,5,0,1-2 Year,Yes,2630.0,26.0,149,0
303401,Male,22,1,3,1,< 1 Year,No,30418.0,152.0,257,0
82569,Male,47,1,1,1,1-2 Year,No,37180.0,26.0,199,0
265519,Female,47,1,1,1,1-2 Year,No,26725.0,26.0,207,0
280798,Female,25,1,1,1,< 1 Year,No,41492.0,152.0,153,0
73282,Female,20,1,5,1,< 1 Year,No,37730.0,160.0,280,0
248226,Male,24,1,5,1,< 1 Year,No,21265.0,160.0,199,0
265937,Male,51,1,3,0,1-2 Year,Yes,2630.0,26.0,64,1
261201,Male,42,1,1,1,1-2 Year,No,71916.0,124.0,113,0
39425,Female,25,1,5,0,< 1 Year,Yes,26308.0,152.0,26,0
373183,Male,65,1,4,0,> 2 Years,Yes,26424.0,124.0,117,1
63387,Male,60,0,1,1,1-2 Year,No,2630.0,26.0,99,0
286346,Male,52,1,5,1,1-2 Year,No,2630.0,124.0,45,0
211645,Male,21,1,2,1,< 1 Year,No,25051.0,152.0,174,0
125742,Male,21,1,2,0,< 1 Year,Yes,36802.0,152.0,72,0
245536,Female,27,1,4,0,< 1 Year,No,39422.0,152.0,212,0
313555,Female,43,1,3,0,1-2 Year,Yes,42496.0,26.0,291,1
280276,Male,45,1,3,0,1-2 Year,Yes,2630.0,30.0,202,0
183895,Male,51,1,1,1,1-2 Year,No,36683.0,124.0,88,0
123134,Female,46,1,3,0,1-2 Year,No,37551.0,124.0,128,0
196365,Male,31,1,3,1,1-2 Year,No,32231.0,124.0,194,0
70601,Female,23,1,1,1,< 1 Year,No,26998.0,152.0,162,0
165952,Male,51,1,3,0,1-2 Year,Yes,43503.0,124.0,145,0
329657,Male,77,1,2,0,1-2 Year,No,2630.0,22.0,293,0
379775,Male,50,1,3,0,1-2 Year,Yes,49078.0,26.0,162,0
346504,Male,23,1,3,1,< 1 Year,No,29988.0,152.0,199,0
345229,Male,56,1,5,0,1-2 Year,Yes,128993.0,26.0,199,1
181783,Male,26,1,5,1,< 1 Year,No,33183.0,152.0,23,0
78812,Male,52,1,5,0,> 2 Years,Yes,2630.0,26.0,177,0
171591,Female,65,1,3,1,1-2 Year,No,36957.0,122.0,209,0
34022,Female,35,1,1,0,1-2 Year,Yes,25427.0,124.0,253,1
78448,Male,23,1,3,1,< 1 Year,No,2630.0,152.0,182,0
126094,Female,22,1,5,1,< 1 Year,No,44951.0,152.0,270,0
283903,Male,21,1,2,0,< 1 Year,Yes,28135.0,152.0,254,0
373319,Female,26,1,2,1,< 1 Year,No,25677.0,152.0,237,0
372922,Female,37,1,4,0,1-2 Year,Yes,25682.0,124.0,20,0
249563,Female,42,1,1,0,1-2 Year,Yes,2630.0,156.0,163,0
196823,Male,51,1,3,0,1-2 Year,Yes,54154.0,26.0,272,0
64910,Female,32,1,5,0,< 1 Year,Yes,2630.0,124.0,231,0
244527,Female,23,1,3,1,< 1 Year,No,25541.0,160.0,111,0
135438,Male,54,1,3,0,1-2 Year,No,54317.0,26.0,112,0
21555,Male,70,1,3,1,1-2 Year,No,32261.0,26.0,186,0
161777,Female,25,1,1,1,< 1 Year,No,26482.0,152.0,153,0
369869,Male,23,1,2,1,< 1 Year,No,40134.0,152.0,182,0
127381,Female,25,1,5,1,< 1 Year,No,26426.0,152.0,84,0
321366,Male,30,1,1,1,< 1 Year,No,2630.0,152.0,127,0
309933,Female,25,1,4,1,< 1 Year,No,18880.0,152.0,182,0
167756,Female,22,1,1,0,< 1 Year,No,32839.0,152.0,216,0
369897,Male,23,1,3,0,< 1 Year,Yes,22094.0,152.0,78,0
291554,Male,68,1,3,1,1-2 Year,No,39816.0,124.0,195,0
77719,Female,30,1,2,1,< 1 Year,No,29505.0,152.0,23,0
91912,Female,31,1,3,1,< 1 Year,No,33632.0,26.0,141,0
361830,Female,23,1,3,0,1-2 Year,Yes,40193.0,124.0,65,0
302813,Female,66,1,3,1,1-2 Year,No,2630.0,26.0,288,0
56136,Female,54,1,3,0,1-2 Year,Yes,40041.0,26.0,188,1
211615,Female,26,1,3,1,< 1 Year,No,2630.0,152.0,270,0
365723,Female,61,1,5,0,1-2 Year,Yes,30554.0,26.0,41,1
211748,Male,73,1,1,0,> 2 Years,Yes,50472.0,26.0,17,0
299505,Male,53,1,5,0,1-2 Year,Yes,44743.0,26.0,241,0
231176,Male,29,1,3,1,< 1 Year,No,2630.0,152.0,206,0
234650,Female,21,1,4,1,< 1 Year,No,30713.0,160.0,186,0
83445,Female,46,1,3,0,1-2 Year,Yes,2630.0,26.0,132,0
301110,Male,52,1,3,0,1-2 Year,Yes,32751.0,26.0,147,0
22411,Female,75,1,2,0,1-2 Year,Yes,28547.0,124.0,157,0
69091,Female,52,1,4,0,> 2 Years,Yes,2630.0,26.0,31,1
71970,Male,44,1,3,0,1-2 Year,Yes,43864.0,122.0,128,1
340962,Male,46,1,3,0,1-2 Year,Yes,2630.0,124.0,264,0
45354,Male,48,1,3,1,1-2 Year,No,52372.0,124.0,29,0
252389,Female,74,1,3,1,1-2 Year,No,57167.0,26.0,222,0
280568,Female,26,1,3,1,< 1 Year,No,48267.0,157.0,171,0
54515,Male,64,1,2,1,1-2 Year,No,50995.0,122.0,221,0
237616,Male,41,1,3,0,1-2 Year,Yes,31582.0,31.0,24,1
356382,Female,68,1,3,0,1-2 Year,Yes,46293.0,124.0,56,0
125437,Male,45,1,3,1,1-2 Year,No,56508.0,61.0,156,0
266626,Male,35,1,3,0,1-2 Year,Yes,38151.0,26.0,137,1
279128,Female,73,1,3,0,1-2 Year,Yes,50269.0,124.0,165,0
167506,Male,39,1,3,0,1-2 Year,Yes,39223.0,124.0,230,0
362010,Female,40,1,1,1,1-2 Year,No,34748.0,26.0,52,0
31121,Female,28,1,3,1,< 1 Year,Yes,39819.0,152.0,202,0
101433,Female,27,1,2,0,1-2 Year,Yes,29820.0,157.0,204,0
363496,Male,22,1,3,0,< 1 Year,Yes,2630.0,156.0,293,0
197928,Male,55,1,4,0,1-2 Year,Yes,48861.0,26.0,291,0
4345,Male,61,1,4,1,1-2 Year,No,2630.0,26.0,166,0
237758,Male,44,1,3,1,1-2 Year,No,2630.0,160.0,96,0
56833,Male,44,1,3,0,1-2 Year,Yes,43317.0,124.0,57,0
141615,Male,28,1,5,1,1-2 Year,No,20456.0,156.0,185,0
197766,Male,26,1,3,0,< 1 Year,No,2630.0,1.0,141,0
231404,Male,53,1,5,0,1-2 Year,Yes,2630.0,124.0,252,0
68598,Male,40,1,5,0,1-2 Year,Yes,29093.0,124.0,179,0
295236,Female,23,1,4,1,< 1 Year,No,43075.0,152.0,218,0
267270,Male,23,1,5,1,< 1 Year,No,27847.0,152.0,218,0
57967,Male,30,1,4,1,1-2 Year,No,28039.0,124.0,292,0
123633,Male,42,1,3,1,1-2 Year,No,25272.0,13.0,239,0
204933,Female,46,1,3,1,1-2 Year,No,48897.0,26.0,294,0
153044,Female,25,1,2,1,< 1 Year,No,31723.0,152.0,284,0
296765,Female,67,1,5,1,1-2 Year,No,37234.0,26.0,36,0
354447,Male,50,1,3,0,> 2 Years,Yes,2630.0,124.0,53,0
11885,Male,33,1,5,0,< 1 Year,Yes,2630.0,124.0,198,0
68163,Male,25,1,1,1,< 1 Year,No,21861.0,26.0,108,0
327444,Male,78,1,5,1,1-2 Year,No,23688.0,11.0,266,0
17036,Female,26,1,2,1,< 1 Year,No,2630.0,26.0,281,0
47581,Male,65,1,3,0,1-2 Year,Yes,2630.0,124.0,130,0
357733,Male,23,1,3,1,1-2 Year,Yes,41075.0,26.0,152,0
41800,Female,22,1,5,1,< 1 Year,No,35846.0,152.0,49,0
8106,Female,21,1,5,1,< 1 Year,No,40593.0,160.0,95,0
12777,Male,31,1,5,0,< 1 Year,Yes,31508.0,156.0,179,0
56702,Male,21,1,5,1,< 1 Year,No,24746.0,152.0,124,0
109525,Male,40,1,2,0,1-2 Year,Yes,2630.0,163.0,68,1
63411,Male,48,1,3,0,1-2 Year,Yes,38741.0,124.0,174,0
84356,Female,24,1,1,1,< 1 Year,No,31441.0,152.0,257,1
107231,Female,25,1,5,0,< 1 Year,Yes,35245.0,152.0,297,0
260483,Male,55,1,4,1,1-2 Year,No,44163.0,26.0,31,0
180870,Male,32,1,3,1,< 1 Year,No,2630.0,160.0,293,0
195267,Female,23,1,1,1,< 1 Year,No,37830.0,152.0,66,0
111129,Female,25,1,2,1,< 1 Year,No,21471.0,152.0,33,0
378298,Female,53,1,3,0,1-2 Year,Yes,36826.0,26.0,119,1
3004,Male,26,1,1,1,< 1 Year,No,34088.0,160.0,65,0
329712,Male,39,1,4,1,1-2 Year,No,63062.0,152.0,104,0
352811,Female,24,1,1,1,< 1 Year,Yes,28781.0,152.0,196,0
73345,Female,27,1,2,1,< 1 Year,No,41244.0,152.0,265,0
300460,Female,69,1,3,1,1-2 Year,No,32605.0,26.0,292,0
302219,Male,53,1,4,0,1-2 Year,Yes,45902.0,124.0,133,0
282933,Male,74,1,3,0,1-2 Year,Yes,31384.0,26.0,289,1
326028,Male,30,1,2,1,1-2 Year,No,26126.0,26.0,213,0
154607,Female,21,1,5,0,1-2 Year,Yes,33156.0,26.0,197,1
52912,Female,40,1,3,0,< 1 Year,No,2630.0,1.0,107,0
95269,Female,25,1,3,0,< 1 Year,Yes,30553.0,152.0,288,0
42156,Male,51,1,1,0,1-2 Year,Yes,40052.0,26.0,71,1
222938,Male,63,1,1,0,1-2 Year,Yes,27449.0,124.0,88,0
72359,Female,46,1,3,1,1-2 Year,No,35338.0,125.0,155,0
333706,Female,31,1,3,0,1-2 Year,Yes,28930.0,124.0,230,0
195429,Male,21,1,5,0,< 1 Year,Yes,26377.0,160.0,157,1
380520,Female,75,1,3,1,1-2 Year,No,2630.0,13.0,297,0
187495,Male,29,1,5,1,< 1 Year,No,27271.0,152.0,95,0
119627,Female,59,1,3,0,1-2 Year,No,2630.0,26.0,80,0
43131,Male,54,1,1,0,1-2 Year,Yes,35278.0,26.0,85,0
145370,Male,22,1,5,0,< 1 Year,Yes,27905.0,152.0,249,0
223034,Male,70,1,4,0,1-2 Year,Yes,2630.0,124.0,202,0
327034,Female,23,1,5,1,< 1 Year,No,25848.0,152.0,218,0
361080,Female,23,1,1,1,< 1 Year,No,33219.0,152.0,27,0
379089,Female,25,1,3,1,< 1 Year,No,25906.0,152.0,222,0
63340,Male,38,1,2,0,1-2 Year,Yes,33398.0,154.0,139,1
335860,Female,35,1,3,0,1-2 Year,Yes,52636.0,124.0,78,1
250990,Male,56,1,2,0,1-2 Year,Yes,30728.0,124.0,183,0
51357,Female,22,1,5,1,< 1 Year,No,54725.0,160.0,57,0
71855,Female,60,1,1,0,1-2 Year,No,65402.0,30.0,232,0
151833,Female,49,1,4,1,1-2 Year,No,39556.0,124.0,126,0
344765,Female,25,1,4,1,< 1 Year,No,34552.0,152.0,277,0
140604,Female,50,1,4,1,1-2 Year,No,2630.0,127.0,80,0
55123,Male,24,1,3,0,< 1 Year,Yes,51939.0,153.0,153,0
172671,Male,57,1,3,0,> 2 Years,Yes,58358.0,31.0,213,1
54731,Female,49,1,3,0,1-2 Year,No,29244.0,124.0,183,0
102655,Male,43,1,1,1,1-2 Year,No,2630.0,25.0,43,0
138230,Male,24,1,4,1,< 1 Year,No,33235.0,152.0,43,0
61127,Male,21,1,5,1,< 1 Year,No,24333.0,160.0,222,0
370241,Male,48,1,3,0,1-2 Year,Yes,49529.0,26.0,197,1
95090,Male,36,1,1,0,1-2 Year,Yes,2630.0,156.0,115,1
175408,Male,24,1,2,1,< 1 Year,No,2630.0,152.0,51,0
203907,Female,28,1,2,1,< 1 Year,No,32612.0,152.0,92,0
117234,Female,28,1,2,0,< 1 Year,Yes,30455.0,152.0,290,1
367318,Male,45,1,1,0,1-2 Year,Yes,23227.0,124.0,151,0
112712,Male,59,1,2,0,1-2 Year,Yes,31115.0,26.0,277,0
248442,Male,41,1,3,1,1-2 Year,Yes,42696.0,26.0,10,0
145400,Female,32,1,3,0,1-2 Year,Yes,35494.0,124.0,66,1
242371,Male,37,1,5,1,1-2 Year,No,27424.0,152.0,46,0
202193,Female,71,1,4,0,1-2 Year,No,25884.0,26.0,287,0
375700,Female,23,1,1,1,< 1 Year,No,61293.0,26.0,138,0
364420,Male,35,1,2,0,1-2 Year,Yes,37113.0,124.0,127,0
223590,Female,25,1,1,1,< 1 Year,No,29968.0,26.0,61,0
155025,Male,58,1,5,0,1-2 Year,Yes,45438.0,124.0,84,0
137269,Male,59,1,5,1,1-2 Year,No,2630.0,122.0,54,0
330085,Male,25,1,1,1,< 1 Year,No,20387.0,160.0,86,0
117162,Female,33,1,2,1,< 1 Year,No,32777.0,152.0,276,0
34952,Male,60,1,3,0,> 2 Years,Yes,36852.0,26.0,64,1
336185,Male,59,1,1,0,1-2 Year,Yes,26246.0,124.0,10,0
260195,Male,34,1,1,0,1-2 Year,Yes,26032.0,124.0,63,1
294364,Female,37,1,3,1,1-2 Year,No,28300.0,26.0,204,0
301333,Male,47,1,1,1,1-2 Year,Yes,2630.0,26.0,199,0
257302,Male,67,1,3,0,1-2 Year,Yes,45316.0,25.0,248,1
309366,Female,44,1,4,0,1-2 Year,Yes,56370.0,154.0,217,1
99848,Female,44,1,1,0,1-2 Year,Yes,2630.0,124.0,17,0
267740,Male,46,1,3,0,1-2 Year,No,45250.0,26.0,164,1
193464,Male,23,1,3,0,< 1 Year,No,35596.0,151.0,103,0
251573,Male,22,1,4,1,< 1 Year,No,32159.0,152.0,206,0
217302,Female,24,1,3,1,< 1 Year,No,34052.0,152.0,130,0
184615,Female,22,1,5,1,< 1 Year,No,20607.0,152.0,208,0
5910,Female,25,1,5,1,< 1 Year,No,45047.0,152.0,134,0
324565,Male,65,1,4,1,1-2 Year,No,44628.0,124.0,28,0
11024,Female,34,1,2,0,1-2 Year,Yes,2630.0,133.0,159,0
57362,Male,45,1,3,0,1-2 Year,No,2630.0,156.0,26,0
224889,Female,23,1,1,1,< 1 Year,No,42198.0,152.0,288,0
144601,Male,26,1,5,1,< 1 Year,No,27293.0,152.0,210,0
292666,Male,67,1,5,0,1-2 Year,Yes,45599.0,157.0,144,1
347580,Female,59,1,3,0,1-2 Year,Yes,59749.0,124.0,205,1
131848,Male,24,1,1,1,< 1 Year,No,36521.0,152.0,162,0
373983,Female,36,1,4,0,1-2 Year,Yes,35533.0,12.0,170,1
273211,Female,51,1,3,1,1-2 Year,No,44459.0,26.0,49,0
273123,Male,40,1,1,0,1-2 Year,Yes,62943.0,152.0,116,0
181316,Male,23,1,3,1,< 1 Year,No,33092.0,152.0,138,0
29666,Male,22,1,1,0,< 1 Year,Yes,32573.0,152.0,55,0
193295,Male,24,1,3,0,< 1 Year,No,28242.0,152.0,236,0
36988,Male,24,1,5,1,< 1 Year,No,40533.0,152.0,114,0
304175,Female,35,1,1,0,1-2 Year,Yes,63597.0,26.0,148,1
58300,Female,20,1,5,0,< 1 Year,Yes,41073.0,160.0,59,0
11753,Male,24,1,3,0,< 1 Year,No,2630.0,152.0,295,0
187929,Female,27,1,3,0,< 1 Year,Yes,39173.0,26.0,15,0
120435,Female,67,1,1,0,> 2 Years,Yes,39258.0,124.0,165,0
170693,Male,73,1,3,0,1-2 Year,Yes,34358.0,26.0,206,0
101627,Male,44,1,3,0,1-2 Year,Yes,2630.0,154.0,216,1
124382,Female,25,1,3,1,< 1 Year,No,25672.0,153.0,213,0
304807,Male,51,1,3,0,1-2 Year,Yes,45754.0,26.0,47,1
125269,Female,50,1,3,0,1-2 Year,Yes,51105.0,152.0,78,1
56504,Female,25,1,5,0,< 1 Year,Yes,20274.0,152.0,77,0
12116,Female,34,1,3,0,1-2 Year,Yes,22477.0,156.0,46,0
289517,Female,22,1,1,1,< 1 Year,No,32519.0,152.0,104,0
28151,Female,51,1,5,1,1-2 Year,No,34124.0,29.0,202,0
314820,Male,44,1,5,1,1-2 Year,No,38010.0,124.0,206,0
274098,Male,49,1,3,0,1-2 Year,Yes,24913.0,26.0,274,1
273512,Female,32,1,2,1,< 1 Year,No,38611.0,152.0,248,0
218930,Male,53,1,3,0,1-2 Year,Yes,2630.0,156.0,177,0
375287,Female,65,1,5,0,1-2 Year,Yes,46074.0,8.0,167,0
270179,Female,25,1,2,1,< 1 Year,No,40783.0,152.0,209,0
301406,Male,47,1,1,0,1-2 Year,Yes,46948.0,124.0,51,1
165437,Male,23,1,3,1,< 1 Year,No,22996.0,152.0,221,0
188653,Female,22,1,3,1,< 1 Year,No,24188.0,152.0,198,0
209196,Male,45,1,2,0,1-2 Year,Yes,37911.0,124.0,196,0
182511,Female,26,1,1,1,1-2 Year,No,31974.0,124.0,100,0
292768,Male,42,1,3,0,1-2 Year,Yes,39008.0,124.0,46,0
195237,Male,57,1,4,0,1-2 Year,Yes,32664.0,124.0,86,0
236768,Male,70,1,3,0,> 2 Years,Yes,31331.0,54.0,97,1
273786,Female,23,1,1,1,< 1 Year,No,33085.0,152.0,249,0
129390,Female,34,1,1,0,1-2 Year,No,43721.0,152.0,176,0
192884,Male,71,1,3,1,1-2 Year,No,45928.0,26.0,123,0
335015,Female,41,1,3,0,1-2 Year,Yes,41871.0,122.0,227,1
233596,Female,25,1,2,1,1-2 Year,No,30827.0,124.0,186,0
363094,Female,22,1,1,0,< 1 Year,Yes,29645.0,152.0,185,0
320119,Male,49,1,3,0,1-2 Year,Yes,34485.0,60.0,254,0
221793,Male,63,1,1,0,1-2 Year,Yes,33894.0,31.0,11,0
370348,Female,49,1,3,0,> 2 Years,Yes,64469.0,26.0,145,1
318254,Male,56,1,3,1,1-2 Year,No,42240.0,52.0,210,0
324003,Female,34,1,2,0,1-2 Year,Yes,20477.0,156.0,230,0
223481,Male,29,1,2,0,< 1 Year,No,28368.0,152.0,106,0
215292,Male,29,1,1,1,1-2 Year,No,39925.0,26.0,140,0
295903,Male,77,1,3,1,1-2 Year,No,24277.0,26.0,231,0
182862,Female,26,1,1,0,< 1 Year,Yes,35820.0,152.0,242,0
214798,Male,54,1,5,0,1-2 Year,Yes,31267.0,26.0,200,1
282968,Female,25,1,3,1,< 1 Year,No,28870.0,152.0,110,0
163758,Female,25,1,2,1,< 1 Year,No,28352.0,152.0,36,0
243037,Male,41,1,5,0,1-2 Year,No,29377.0,156.0,170,0
56031,Male,33,1,3,0,1-2 Year,No,30282.0,152.0,165,0
201033,Female,48,1,3,1,1-2 Year,No,48252.0,124.0,166,0
33757,Female,30,1,4,1,< 1 Year,No,2630.0,152.0,208,0
361472,Male,66,1,1,1,1-2 Year,No,37526.0,26.0,159,0
123476,Male,43,1,3,0,1-2 Year,Yes,36810.0,13.0,271,0
212593,Male,23,1,3,0,< 1 Year,Yes,38087.0,26.0,160,0
344012,Female,80,1,3,1,1-2 Year,No,45419.0,26.0,41,0
268796,Male,32,1,5,0,1-2 Year,Yes,38517.0,157.0,245,0
353799,Female,22,1,4,1,< 1 Year,No,30583.0,152.0,73,0
378449,Male,21,1,5,0,< 1 Year,Yes,31708.0,160.0,113,0
332171,Male,80,1,3,1,1-2 Year,No,41220.0,124.0,223,0
182681,Male,22,1,5,1,< 1 Year,No,23461.0,152.0,41,0
163012,Male,56,1,3,0,1-2 Year,Yes,58223.0,156.0,17,0
12658,Female,57,1,1,0,1-2 Year,Yes,25021.0,26.0,130,1
332270,Male,22,1,4,0,< 1 Year,Yes,2630.0,152.0,209,0
48659,Male,70,1,2,0,1-2 Year,No,2630.0,124.0,199,0
88367,Male,23,1,5,1,< 1 Year,No,29820.0,152.0,223,0
168168,Female,23,1,5,1,< 1 Year,No,27062.0,151.0,210,0
343018,Male,64,1,3,0,1-2 Year,No,25638.0,122.0,287,0
191127,Female,77,1,1,0,1-2 Year,Yes,58563.0,30.0,10,0
271600,Male,45,1,1,0,1-2 Year,Yes,2630.0,26.0,229,0
117421,Female,47,1,3,0,> 2 Years,Yes,32501.0,26.0,248,1
272731,Male,32,1,2,1,< 1 Year,No,25333.0,152.0,206,0
178039,Male,55,1,3,0,1-2 Year,Yes,37307.0,26.0,141,1
134724,Male,24,1,5,1,< 1 Year,No,26038.0,152.0,224,0
4856,Male,46,1,5,1,1-2 Year,Yes,30441.0,11.0,22,0
276000,Female,25,1,2,1,< 1 Year,No,22278.0,152.0,283,0
369685,Male,54,1,1,0,1-2 Year,Yes,34108.0,124.0,80,1
351461,Male,45,1,5,0,1-2 Year,Yes,31261.0,163.0,40,0
291074,Male,23,1,3,0,< 1 Year,Yes,25632.0,152.0,266,0
180774,Female,44,1,3,0,1-2 Year,Yes,57579.0,26.0,293,0
172069,Male,66,1,3,0,1-2 Year,Yes,25217.0,124.0,291,0
342307,Female,30,1,3,1,1-2 Year,No,2630.0,122.0,169,0
266967,Male,46,1,2,0,1-2 Year,Yes,2630.0,124.0,212,0
5419,Male,49,1,2,0,1-2 Year,Yes,25844.0,124.0,32,0
282006,Female,24,1,1,1,< 1 Year,No,21258.0,152.0,160,0
90457,Male,22,1,2,0,< 1 Year,No,29909.0,152.0,64,0
51328,Female,24,1,3,0,< 1 Year,Yes,56833.0,152.0,230,0
127722,Male,24,1,4,1,< 1 Year,No,35803.0,152.0,71,0
121777,Female,26,1,5,1,< 1 Year,No,28489.0,152.0,32,0
153316,Female,47,1,3,0,1-2 Year,Yes,53903.0,122.0,187,0
156062,Female,21,1,1,0,< 1 Year,No,41632.0,152.0,199,0
100960,Male,47,1,3,1,1-2 Year,No,33989.0,124.0,158,0
32975,Female,48,1,1,1,1-2 Year,No,31070.0,122.0,245,0
325813,Male,34,1,4,0,1-2 Year,Yes,24789.0,31.0,151,1
233796,Male,54,1,2,1,1-2 Year,Yes,2630.0,26.0,179,0
81001,Male,38,1,3,1,1-2 Year,No,26716.0,156.0,112,0
156483,Male,24,1,5,1,< 1 Year,No,63109.0,152.0,150,0
132772,Male,44,1,3,0,1-2 Year,Yes,51778.0,124.0,19,0
17516,Female,29,1,3,1,< 1 Year,No,22937.0,152.0,111,0
182073,Female,24,1,1,1,< 1 Year,No,47665.0,152.0,172,0
203776,Male,49,1,2,0,1-2 Year,Yes,31046.0,124.0,169,1
219460,Male,23,1,1,1,< 1 Year,No,30054.0,152.0,57,0
302299,Female,57,1,4,0,> 2 Years,Yes,30708.0,124.0,169,0
17306,Male,39,1,1,0,1-2 Year,Yes,22088.0,150.0,262,0
182796,Female,31,1,4,0,1-2 Year,Yes,39196.0,154.0,85,0
222538,Female,23,1,2,1,< 1 Year,No,35694.0,152.0,83,0
239617,Male,42,1,5,0,1-2 Year,Yes,31571.0,109.0,112,1
22247,Male,48,1,3,0,1-2 Year,Yes,45885.0,26.0,53,0
144085,Female,54,1,3,0,1-2 Year,Yes,23348.0,163.0,250,1
4978,Male,34,1,5,1,1-2 Year,No,46130.0,152.0,16,0
16028,Male,57,1,4,0,1-2 Year,No,21575.0,124.0,92,0
192458,Female,42,1,5,0,1-2 Year,Yes,25483.0,26.0,268,1
170126,Female,22,1,3,1,< 1 Year,No,50722.0,152.0,274,0
16303,Male,24,1,4,1,< 1 Year,No,28507.0,152.0,238,0
363604,Female,25,1,5,1,< 1 Year,No,18932.0,152.0,208,0
180016,Male,25,1,4,1,< 1 Year,No,2630.0,152.0,46,0
290501,Male,57,1,5,1,1-2 Year,No,39292.0,26.0,167,0
313322,Male,30,1,2,1,< 1 Year,No,92300.0,152.0,148,0
175503,Male,44,1,3,1,1-2 Year,No,49399.0,124.0,235,0
246420,Male,46,1,2,0,1-2 Year,Yes,37010.0,26.0,178,0
142490,Male,75,1,3,0,1-2 Year,Yes,40000.0,124.0,158,0
238827,Female,63,1,3,1,1-2 Year,Yes,48644.0,26.0,83,0
196440,Female,49,1,5,0,1-2 Year,Yes,39802.0,26.0,186,1
231075,Male,49,1,1,0,1-2 Year,Yes,2630.0,26.0,67,1
220898,Female,70,1,2,1,1-2 Year,No,46805.0,124.0,237,0
64127,Male,78,1,1,1,1-2 Year,No,25189.0,124.0,92,0
333419,Male,45,1,3,0,1-2 Year,Yes,46192.0,122.0,144,0
88241,Male,30,1,2,0,1-2 Year,Yes,2630.0,157.0,137,0
76076,Female,29,1,3,0,1-2 Year,Yes,44171.0,124.0,236,0
236172,Male,25,1,5,0,< 1 Year,No,26680.0,152.0,192,0
151133,Male,52,1,1,0,1-2 Year,Yes,43270.0,124.0,229,0
51564,Male,26,1,3,1,< 1 Year,No,48000.0,152.0,293,0
213585,Male,59,1,5,0,1-2 Year,Yes,2630.0,163.0,222,0
1551,Male,24,1,5,1,< 1 Year,No,24758.0,152.0,36,0
86056,Female,50,1,1,0,1-2 Year,Yes,32205.0,26.0,295,1
282398,Male,51,1,4,0,1-2 Year,Yes,25678.0,154.0,135,0
309622,Female,64,1,3,0,1-2 Year,Yes,33621.0,26.0,184,0
331394,Female,24,1,5,1,< 1 Year,No,29631.0,152.0,51,0
83647,Male,28,1,4,1,< 1 Year,No,2630.0,152.0,179,0
50910,Male,22,1,3,1,< 1 Year,No,33400.0,152.0,248,0
317288,Male,22,1,4,0,< 1 Year,Yes,31062.0,152.0,238,0
214921,Male,25,1,2,1,< 1 Year,No,30282.0,152.0,195,0
212612,Male,49,1,3,0,> 2 Years,Yes,37037.0,26.0,235,0
348663,Male,44,1,5,1,1-2 Year,No,2630.0,124.0,76,0
233077,Male,50,1,2,0,1-2 Year,Yes,2630.0,156.0,155,1
144109,Male,24,1,1,1,< 1 Year,No,23485.0,152.0,110,0
172295,Male,72,1,5,1,1-2 Year,No,40002.0,12.0,74,0
